SampleID, process                                                     , xsection(nb), kfactor , filtereff , generator                               , simulation
301216  , Pythia8EvtGen_A14NNPDF23LO_Zprime_NoInt_ee_E6Chi3000        , 0.00000080483, 1       , 1         , Pythia8(v8.186)+EvtGen(v1.2.0)          , OFLCOND-MC16-SDR-25
301221  , Pythia8EvtGen_A14NNPDF23LO_Zprime_NoInt_mumu_E6Chi3000      , 0.00000080313, 1       , 1         , Pythia8(v8.186)+EvtGen(v1.2.0)          , OFLCOND-MC16-SDR-16
301243  , Pythia8EvtGen_A14NNPDF23LO_Wprime_enu_SSM3000               , 0.000011414, 1       , 1         , Pythia8(v8.186)+EvtGen(v1.2.0)          , OFLCOND-MC16-SDR-25
301247  , Pythia8EvtGen_A14NNPDF23LO_Wprime_munu_SSM3000              , 0.000011432, 1       , 1         , Pythia8(v8.186)+EvtGen(v1.2.0)          , OFLCOND-MC16-SDR-16
301323  , Pythia8EvtGen_A14NNPDF23LO_zprime500_tt                     , 0.008748  , 1       , 1         , Pythia8(v8.186)+EvtGen(v1.2.0)          , OFLCOND-MC16-SDR-25
301325  , Pythia8EvtGen_A14NNPDF23LO_zprime1000_tt                    , 0.0011253 , 1       , 1         , Pythia8(v8.186)+EvtGen(v1.2.0)          , OFLCOND-MC16-SDR-25
301329  , Pythia8EvtGen_A14NNPDF23LO_zprime2000_tt                    , 0.000051339, 1       , 1         , Pythia8(v8.186)+EvtGen(v1.2.0)          , OFLCOND-MC16-SDR-25
301826  , Pythia8EvtGen_A14NNPDF23LO_Wprime_qq_3000                   , 0.00010318, 1       , 1         , Pythia8(v8.205)+EvtGen(v1.2.0)          , OFLCOND-MC16-SDR-16
302111  , MadGraphPythia8EvtGen_A14NNPDF23LO_HVT_Agv1_VzWW_qqqq_m3000 , 0.000000296, 1       , 1         , MadGraph5_aMC@NLO(v2.2.2.p6)+Pythia8(v8.186)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-25
302136  , MadGraphPythia8EvtGen_A14NNPDF23LO_HVT_Agv1_VzWW_lvqq_m3000 , 0.0000002949, 1       , 1         , MadGraph5_aMC@NLO(v2.2.2.p6)+Pythia8(v8.186)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-20
302186  , MadGraphPythia8EvtGen_A14NNPDF23LO_HVT_Agv1_VcWZ_qqqq_m3000 , 0.0000006688, 1       , 1         , MadGraph5_aMC@NLO(v2.2.2.p6)+Pythia8(v8.186)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-25
302211  , MadGraphPythia8EvtGen_A14NNPDF23LO_HVT_Agv1_VcWZ_lvqq_m3000 , 0.0000003349, 1       , 1         , MadGraph5_aMC@NLO(v2.2.3.p0)+Pythia8(v8.186)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-20
302236  , MadGraphPythia8EvtGen_A14NNPDF23LO_HVT_Agv1_VcWZ_llqq_m3000 , 0.0000001012, 1       , 1         , MadGraph5_aMC@NLO(v2.2.2.p6)+Pythia8(v8.186)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-20
302261  , MadGraphPythia8EvtGen_A14NNPDF23LO_HVT_Agv1_VcWZ_vvqq_m3000 , 0.0000002011, 1       , 1         , MadGraph5_aMC@NLO(v2.2.2.p6)+Pythia8(v8.186)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-20
302286  , MadGraphPythia8EvtGen_A14NNPDF23LO_HVT_Agv1_VcWZ_lvll_m3000 , 0.00000005036, 1       , 1         , MadGraph5_aMC@NLO(v2.2.2.p6)+Pythia8(v8.186)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-20
302336  , MadGraphPythia8EvtGen_A14NNPDF23LO_HVT_Agv1_VcWH_qqqq_m3000 , 0.000001038, 1       , 1         , MadGraph5_aMC@NLO(v2.2.2.p6)+Pythia8(v8.186)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-25
302361  , MadGraphPythia8EvtGen_A14NNPDF23LO_HVT_Agv1_VcWH_lvqq_m3000 , 0.0000005186, 1       , 1         , MadGraph5_aMC@NLO(v2.2.2.p6)+Pythia8(v8.186)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-20
302386  , MadGraphPythia8EvtGen_A14NNPDF23LO_HVT_Agv1_VzZH_qqqq_m3000 , 0.0000004998, 1       , 1         , MadGraph5_aMC@NLO(v2.2.2.p6)+Pythia8(v8.186)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-25
302411  , MadGraphPythia8EvtGen_A14NNPDF23LO_HVT_Agv1_VzZH_llqq_m3000 , 0.00000007501, 1       , 1         , MadGraph5_aMC@NLO(v2.2.2.p6)+Pythia8(v8.186)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-20
302436  , MadGraphPythia8EvtGen_A14NNPDF23LO_HVT_Agv1_VzZH_vvqq_m3000 , 0.0000001493, 1       , 1         , MadGraph5_aMC@NLO(v2.2.2.p6)+Pythia8(v8.186)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-20
302482  , ProtosLHEFPythia8EvtGen_A14NNPDF23LO_TTS_M1400              , 0.001     , 1       , 1         , Pythia8(v8.186)+EvtGen(v1.2.0)          , OFLCOND-MC16-SDR-16
302719  , MadGraphPythia8EvtGen_A14NNPDF23LO_WpR_tblep_M2000          , 0.00013355, 1       , 1         , MadGraph5_aMC@NLO(v2.2.3.p0)+Pythia8(v8.186)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-16
306136  , MadGraphPythia8EvtGen_A14NNPDF23LO_WpR_tbhad_M2000          , 0.00026724, 1       , 1         , MadGraph5_aMC@NLO(v2.2.3.p0)+Pythia8(v8.186)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-16
307018  , MGPy8EG_NNPDF30LO_A14NNPDF23LO_WTht2000LH01K05              , 0.0000058449, 1       , 1         , MadGraph5_aMC@NLO(v2.3.3.p1)+Pythia8(v8.212)+EvtGen(v1.2.0), OFLCOND-MC16-SDR-16
308488  , Pythia8EvtGen_A14NNPDF23LO_Wprime1250_Zprime1000            , 0.00034653, 1       , 1         , Pythia8(v8.212)+EvtGen(v1.6.0)          , OFLCOND-MC16-SDR-20

# diboson
363355  , Sherpa_221_NNPDF30NNLO_ZqqZvv                               , 0.015561  , 1       , 0.28003   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
363356  , Sherpa_221_NNPDF30NNLO_ZqqZll                               , 0.015564  , 1       , 0.14158   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
363357  , Sherpa_221_NNPDF30NNLO_WqqZvv                               , 0.0067975 , 1       , 1         , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
363358  , Sherpa_221_NNPDF30NNLO_WqqZll                               , 0.0034328 , 1       , 1         , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
363359  , Sherpa_221_NNPDF30NNLO_WpqqWmlv                             , 0.024708  , 1       , 1         , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
363360  , Sherpa_221_NNPDF30NNLO_WplvWmqq                             , 0.024724  , 1       , 1         , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
363489  , Sherpa_221_NNPDF30NNLO_WlvZqq                               , 0.01142   , 1       , 1         , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364250  , Sherpa_222_NNPDF30NNLO_llll                                 , 0.0012516 , 1       , 1         , Sherpa(v2.2.2)                          , OFLCOND-MC16-SDR-16
364253  , Sherpa_222_NNPDF30NNLO_lllv                                 , 0.0045724 , 1       , 1         , Sherpa(v2.2.2)                          , OFLCOND-MC16-SDR-16
364254  , Sherpa_222_NNPDF30NNLO_llvv                                 , 0.012501  , 1       , 1         , Sherpa(v2.2.2)                          , OFLCOND-MC16-SDR-16
364255  , Sherpa_222_NNPDF30NNLO_lvvv                                 , 0.0032348 , 1       , 1         , Sherpa(v2.2.2)                          , OFLCOND-MC16-SDR-16
364288  , Sherpa_222_NNPDF30NNLO_llll_lowMllPtComplement              , 0.0014496 , 1       , 1         , Sherpa(v2.2.2)                          , OFLCOND-MC16-SDR-16
364289  , Sherpa_222_NNPDF30NNLO_lllv_lowMllPtComplement              , 0.0029599 , 1       , 1         , Sherpa(v2.2.2)                          , OFLCOND-MC16-SDR-16
364290  , Sherpa_222_NNPDF30NNLO_llvv_lowMllPtComplement              , 0.00017154, 1       , 1         , Sherpa(v2.2.2)                          , OFLCOND-MC16-SDR-16

# loop induced gg->VV
345708  , Sherpa_222_NNPDF30NNLO_ggllllNoHiggs_0M4l130                , 0.0000047394, 1       , 1         , Sherpa(v2.2.2)                          , OFLCOND-MC16-SDR-16
345709  , Sherpa_222_NNPDF30NNLO_ggllllNoHiggs_130M4l                 , 0.000010561, 1       , 1         , Sherpa(v2.2.2)                          , OFLCOND-MC16-SDR-16
345714  , Sherpa_222_NNPDF30NNLO_ggllvv                               , 0.00079301, 1       , 1         , Sherpa                                  , OFLCOND-MC16-SDR-16
345715  , Sherpa_222_NNPDF30NNLO_ggllvvInt                            , 0.0002685 , 1       , 1         , Sherpa(v2.2.2)                          , OFLCOND-MC16-SDR-16
345718  , Sherpa_222_NNPDF30NNLO_ggllvvWW                             , 0.0004823 , 1       , 1         , Sherpa(v2.2.2)                          , OFLCOND-MC16-SDR-16
345723  , Sherpa_222_NNPDF30NNLO_ggllvvZZ                             , 0.0000071141, 1       , 1         , Sherpa(v2.2.2)                          , OFLCOND-MC16-SDR-16
345716  , Sherpa_222_NNPDF30NNLO_ggllvvIntNoHiggs                     , 0.0001219 , 1       , 1         , Sherpa(v2.2.2)                          , OFLCOND-MC16-SDR-16
345720  , Sherpa_222_NNPDF30NNLO_ggllvvWWNoHiggs                      , 0.00020524, 1       , 1         , Sherpa                                  , OFLCOND-MC16-SDR-16
345725  , Sherpa_222_NNPDF30NNLO_ggllvvZZNoHiggs                      , 0.0000069827, 1       , 1         , Sherpa(v2.2.2)                          , OFLCOND-MC16-SDR-16
364302  , Sherpa_222_NNPDF30NNLO_ggZllZqq                             , 0.00092331, 1       , 0.14154   , Sherpa(v2.2.2)                          , OFLCOND-MC16-SDR-16
364303  , Sherpa_222_NNPDF30NNLO_ggZvvZqq                             , 0.00092488, 1       , 0.28024   , Sherpa(v2.2.2)                          , OFLCOND-MC16-SDR-16
364304  , Sherpa_222_NNPDF30NNLO_ggWmlvWpqq                           , 0.00062194, 1       , 1         , Sherpa(v2.2.2)                          , OFLCOND-MC16-SDR-16
364305  , Sherpa_222_NNPDF30NNLO_ggWplvWmqq                           , 0.00062186, 1       , 1         , Sherpa(v2.2.2)                          , OFLCOND-MC16-SDR-16

# EW6 VV+jj
366086  , Sh_222_NN30NNLO_lllljj_Min_N_TChannel                       , 0.0000059892, 1       , 1         , Sherpa                                  , OFLCOND-MC16-SDR-16
366087  , Sh_222_NN30NNLO_lllvjj_Min_N_TChannel                       , 0.000023229, 1       , 1         , Sherpa                                  , OFLCOND-MC16-SDR-16
366089  , Sh_222_NN30NNLO_llvvjj_Min_N_TChannel                       , 0.00011637, 1       , 1         , Sherpa                                  , OFLCOND-MC16-SDR-16
366088  , Sh_222_NN30NNLO_llvvjj_ss_Min_N_TChannel                    , 0.000018961, 1       , 1         , Sherpa                                  , OFLCOND-MC16-SDR-16

# Z -> e e
364114  , Sherpa_221_NNPDF30NNLO_Zee_MAXHTPTV0_70_CVetoBVeto          , 1.9816    , 0.9751  , 0.82118   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364115  , Sherpa_221_NNPDF30NNLO_Zee_MAXHTPTV0_70_CFilterBVeto        , 1.9817    , 0.9751  , 0.11347   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364116  , Sherpa_221_NNPDF30NNLO_Zee_MAXHTPTV0_70_BFilter             , 1.982     , 0.9751  , 0.065756  , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364117  , Sherpa_221_NNPDF30NNLO_Zee_MAXHTPTV70_140_CVetoBVeto        , 0.11064   , 0.9751  , 0.69275   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364118  , Sherpa_221_NNPDF30NNLO_Zee_MAXHTPTV70_140_CFilterBVeto      , 0.1105    , 0.9751  , 0.18933   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364119  , Sherpa_221_NNPDF30NNLO_Zee_MAXHTPTV70_140_BFilter           , 0.11046   , 0.9751  , 0.11547   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364120  , Sherpa_221_NNPDF30NNLO_Zee_MAXHTPTV140_280_CVetoBVeto       , 0.040645  , 0.9751  , 0.61591   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364121  , Sherpa_221_NNPDF30NNLO_Zee_MAXHTPTV140_280_CFilterBVeto     , 0.040671  , 0.9751  , 0.23209   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364122  , Sherpa_221_NNPDF30NNLO_Zee_MAXHTPTV140_280_BFilter          , 0.040675  , 0.9751  , 0.15238   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364123  , Sherpa_221_NNPDF30NNLO_Zee_MAXHTPTV280_500_CVetoBVeto       , 0.0086703 , 0.9751  , 0.56349   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364124  , Sherpa_221_NNPDF30NNLO_Zee_MAXHTPTV280_500_CFilterBVeto     , 0.0086668 , 0.9751  , 0.26531   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364125  , Sherpa_221_NNPDF30NNLO_Zee_MAXHTPTV280_500_BFilter          , 0.0086799 , 0.9751  , 0.17578   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364126  , Sherpa_221_NNPDF30NNLO_Zee_MAXHTPTV500_1000                 , 0.0018087 , 0.9751  , 1         , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364127  , Sherpa_221_NNPDF30NNLO_Zee_MAXHTPTV1000_E_CMS               , 0.00014875, 0.9751  , 1         , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16

# Z -> mu mu
364100  , Sherpa_221_NNPDF30NNLO_Zmumu_MAXHTPTV0_70_CVetoBVeto        , 1.9825    , 0.9751  , 0.82142   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364101  , Sherpa_221_NNPDF30NNLO_Zmumu_MAXHTPTV0_70_CFilterBVeto      , 1.9822    , 0.9751  , 0.11319   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364102  , Sherpa_221_NNPDF30NNLO_Zmumu_MAXHTPTV0_70_BFilter           , 1.9817    , 0.9751  , 0.065069  , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364103  , Sherpa_221_NNPDF30NNLO_Zmumu_MAXHTPTV70_140_CVetoBVeto      , 0.10914   , 0.9751  , 0.68992   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364104  , Sherpa_221_NNPDF30NNLO_Zmumu_MAXHTPTV70_140_CFilterBVeto    , 0.10898   , 0.9751  , 0.19027   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364105  , Sherpa_221_NNPDF30NNLO_Zmumu_MAXHTPTV70_140_BFilter         , 0.10903   , 0.9751  , 0.11735   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364106  , Sherpa_221_NNPDF30NNLO_Zmumu_MAXHTPTV140_280_CVetoBVeto     , 0.03987   , 0.9751  , 0.61125   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364107  , Sherpa_221_NNPDF30NNLO_Zmumu_MAXHTPTV140_280_CFilterBVeto   , 0.039857  , 0.9751  , 0.23359   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364108  , Sherpa_221_NNPDF30NNLO_Zmumu_MAXHTPTV140_280_BFilter        , 0.039888  , 0.9751  , 0.1557    , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364109  , Sherpa_221_NNPDF30NNLO_Zmumu_MAXHTPTV280_500_CVetoBVeto     , 0.0085251 , 0.9751  , 0.56023   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364110  , Sherpa_221_NNPDF30NNLO_Zmumu_MAXHTPTV280_500_CFilterBVeto   , 0.0085259 , 0.9751  , 0.26577   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364111  , Sherpa_221_NNPDF30NNLO_Zmumu_MAXHTPTV280_500_BFilter        , 0.0085296 , 0.9751  , 0.17458   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364112  , Sherpa_221_NNPDF30NNLO_Zmumu_MAXHTPTV500_1000               , 0.0017872 , 0.9751  , 1         , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364113  , Sherpa_221_NNPDF30NNLO_Zmumu_MAXHTPTV1000_E_CMS             , 0.00014761, 0.9751  , 1         , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16

# Z -> tau tau
364128  , Sherpa_221_NNPDF30NNLO_Ztautau_MAXHTPTV0_70_CVetoBVeto      , 1.9821    , 0.9751  , 0.82128   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364129  , Sherpa_221_NNPDF30NNLO_Ztautau_MAXHTPTV0_70_CFilterBVeto    , 1.9817    , 0.9751  , 0.10954   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364130  , Sherpa_221_NNPDF30NNLO_Ztautau_MAXHTPTV0_70_BFilter         , 1.9819    , 0.9751  , 0.065752  , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364131  , Sherpa_221_NNPDF30NNLO_Ztautau_MAXHTPTV70_140_CVetoBVeto    , 0.1107    , 0.9751  , 0.69264   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364132  , Sherpa_221_NNPDF30NNLO_Ztautau_MAXHTPTV70_140_CFilterBVeto  , 0.11046   , 0.9751  , 0.18905   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364133  , Sherpa_221_NNPDF30NNLO_Ztautau_MAXHTPTV70_140_BFilter       , 0.1107    , 0.9751  , 0.11834   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364134  , Sherpa_221_NNPDF30NNLO_Ztautau_MAXHTPTV140_280_CVetoBVeto   , 0.040756  , 0.9751  , 0.61697   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364135  , Sherpa_221_NNPDF30NNLO_Ztautau_MAXHTPTV140_280_CFilterBVeto , 0.040713  , 0.9751  , 0.23427   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364136  , Sherpa_221_NNPDF30NNLO_Ztautau_MAXHTPTV140_280_BFilter      , 0.040741  , 0.9751  , 0.15595   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364137  , Sherpa_221_NNPDF30NNLO_Ztautau_MAXHTPTV280_500_CVetoBVeto   , 0.0086726 , 0.9751  , 0.56407   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364138  , Sherpa_221_NNPDF30NNLO_Ztautau_MAXHTPTV280_500_CFilterBVeto , 0.0086745 , 0.9751  , 0.26426   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364139  , Sherpa_221_NNPDF30NNLO_Ztautau_MAXHTPTV280_500_BFilter      , 0.0086792 , 0.9751  , 0.17623   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364140  , Sherpa_221_NNPDF30NNLO_Ztautau_MAXHTPTV500_1000             , 0.0018081 , 0.9751  , 1         , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364141  , Sherpa_221_NNPDF30NNLO_Ztautau_MAXHTPTV1000_E_CMS           , 0.00014824, 0.9751  , 1         , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16

# Z+jets lowmass
364198  , Sherpa_221_NN30NNLO_Zmm_Mll10_40_MAXHTPTV0_70_BVeto         , 2.4143    , 0.9751  , 0.96536   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364199  , Sherpa_221_NN30NNLO_Zmm_Mll10_40_MAXHTPTV0_70_BFilter       , 2.4142    , 0.9751  , 0.034445  , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364200  , Sherpa_221_NN30NNLO_Zmm_Mll10_40_MAXHTPTV70_280_BVeto       , 0.05033   , 0.9751  , 0.89306   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364201  , Sherpa_221_NN30NNLO_Zmm_Mll10_40_MAXHTPTV70_280_BFilter     , 0.050291  , 0.9751  , 0.11316   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364202  , Sherpa_221_NN30NNLO_Zmm_Mll10_40_MAXHTPTV280_E_CMS_BVeto    , 0.0032413 , 0.9751  , 0.85371   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364203  , Sherpa_221_NN30NNLO_Zmm_Mll10_40_MAXHTPTV280_E_CMS_BFilter  , 0.0032813 , 0.9751  , 0.16027   , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364204  , Sherpa_221_NN30NNLO_Zee_Mll10_40_MAXHTPTV0_70_BVeto         , 2.4153    , 0.9751  , 0.9652    , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364205  , Sherpa_221_NN30NNLO_Zee_Mll10_40_MAXHTPTV0_70_BFilter       , 2.4155    , 0.9751  , 0.034696  , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
364206  , Sherpa_221_NN30NNLO_Zee_Mll10_40_MAXHTPTV70_280_BVeto       , 0.050354  , 0.9751  , 0.8932    , Sherpa(v2.2.1)                          , OFLCOND-MC16-SDR-16
